RowNumber,InputTextID,PerturbationID,OriginalLabel,PerturbedLabel,IsEquivalent
297,fsa15,Identifying Individual,negative,neutral,False
302,fsa15,Identifying Individual,negative,neutral,False
364,fsa18,Identifying Individual,negative,neutral,False
400,fsa20,Identifying Individual,neutral,negative,False
401,fsa20,Identifying Individual,neutral,negative,False
402,fsa20,Identifying Individual,neutral,negative,False
403,fsa20,Identifying Individual,neutral,negative,False
404,fsa20,Identifying Individual,neutral,negative,False
405,fsa20,Identifying Individual,neutral,negative,False
406,fsa20,Identifying Individual,neutral,negative,False
407,fsa20,Identifying Individual,neutral,negative,False
408,fsa20,Identifying Individual,neutral,negative,False
409,fsa20,Identifying Individual,neutral,negative,False
410,fsa20,Identifying Individual,neutral,negative,False
411,fsa20,Identifying Individual,neutral,negative,False
412,fsa20,Identifying Individual,neutral,negative,False
413,fsa20,Identifying Individual,neutral,negative,False
414,fsa20,Identifying Individual,neutral,negative,False
415,fsa20,Identifying Individual,neutral,negative,False
416,fsa20,Identifying Individual,neutral,negative,False
417,fsa20,Identifying Individual,neutral,negative,False
418,fsa20,Identifying Individual,neutral,negative,False
419,fsa20,Identifying Individual,neutral,negative,False
420,fsa20,Identifying Individual,neutral,negative,False
424,fsa21,Identifying Individual,negative,neutral,False
444,fsa22,Identifying Individual,negative,neutral,False
445,fsa22,Identifying Individual,negative,neutral,False
463,fsa23,Identifying Individual,neutral,negative,False
464,fsa23,Identifying Individual,neutral,negative,False
465,fsa23,Identifying Individual,neutral,negative,False
466,fsa23,Identifying Individual,neutral,negative,False
467,fsa23,Identifying Individual,neutral,negative,False
468,fsa23,Identifying Individual,neutral,negative,False
469,fsa23,Identifying Individual,neutral,negative,False
470,fsa23,Identifying Individual,neutral,negative,False
471,fsa23,Identifying Individual,neutral,negative,False
472,fsa23,Identifying Individual,neutral,negative,False
473,fsa23,Identifying Individual,neutral,negative,False
474,fsa23,Identifying Individual,neutral,negative,False
475,fsa23,Identifying Individual,neutral,negative,False
476,fsa23,Identifying Individual,neutral,negative,False
477,fsa23,Identifying Individual,neutral,negative,False
478,fsa23,Identifying Individual,neutral,negative,False
479,fsa23,Identifying Individual,neutral,negative,False
480,fsa23,Identifying Individual,neutral,negative,False
481,fsa23,Identifying Individual,neutral,negative,False
482,fsa23,Identifying Individual,neutral,negative,False
483,fsa23,Identifying Individual,neutral,negative,False
484,fsa24,Identifying Individual,neutral,negative,False
485,fsa24,Identifying Individual,neutral,negative,False
486,fsa24,Identifying Individual,neutral,negative,False
488,fsa24,Identifying Individual,neutral,negative,False
489,fsa24,Identifying Individual,neutral,negative,False
490,fsa24,Identifying Individual,neutral,negative,False
491,fsa24,Identifying Individual,neutral,negative,False
492,fsa24,Identifying Individual,neutral,negative,False
493,fsa24,Identifying Individual,neutral,negative,False
494,fsa24,Identifying Individual,neutral,negative,False
495,fsa24,Identifying Individual,neutral,negative,False
496,fsa24,Identifying Individual,neutral,negative,False
497,fsa24,Identifying Individual,neutral,negative,False
498,fsa24,Identifying Individual,neutral,negative,False
499,fsa24,Identifying Individual,neutral,negative,False
500,fsa24,Identifying Individual,neutral,negative,False
501,fsa24,Identifying Individual,neutral,negative,False
502,fsa24,Identifying Individual,neutral,negative,False
503,fsa24,Identifying Individual,neutral,negative,False
504,fsa24,Identifying Individual,neutral,negative,False
507,fsa25,Identifying Individual,negative,neutral,False
509,fsa25,Identifying Individual,negative,neutral,False
511,fsa25,Identifying Individual,negative,neutral,False
513,fsa25,Identifying Individual,negative,neutral,False
514,fsa25,Identifying Individual,negative,neutral,False
516,fsa25,Identifying Individual,negative,neutral,False
518,fsa25,Identifying Individual,negative,neutral,False
519,fsa25,Identifying Individual,negative,neutral,False
522,fsa25,Identifying Individual,negative,neutral,False
568,fsa28,Identifying Individual,neutral,negative,False
569,fsa28,Identifying Individual,neutral,negative,False
570,fsa28,Identifying Individual,neutral,negative,False
571,fsa28,Identifying Individual,neutral,negative,False
572,fsa28,Identifying Individual,neutral,negative,False
573,fsa28,Identifying Individual,neutral,negative,False
574,fsa28,Identifying Individual,neutral,negative,False
575,fsa28,Identifying Individual,neutral,negative,False
576,fsa28,Identifying Individual,neutral,negative,False
577,fsa28,Identifying Individual,neutral,negative,False
578,fsa28,Identifying Individual,neutral,negative,False
579,fsa28,Identifying Individual,neutral,negative,False
580,fsa28,Identifying Individual,neutral,negative,False
581,fsa28,Identifying Individual,neutral,negative,False
582,fsa28,Identifying Individual,neutral,negative,False
583,fsa28,Identifying Individual,neutral,negative,False
584,fsa28,Identifying Individual,neutral,negative,False
585,fsa28,Identifying Individual,neutral,negative,False
586,fsa28,Identifying Individual,neutral,negative,False
587,fsa28,Identifying Individual,neutral,negative,False
588,fsa28,Identifying Individual,neutral,negative,False
611,fsa30,Identifying Individual,neutral,negative,False
631,fsa31,Identifying Individual,neutral,negative,False
637,fsa31,Identifying Individual,neutral,negative,False
648,fsa31,Identifying Individual,neutral,positive,False
652,fsa32,Identifying Individual,neutral,positive,False
658,fsa32,Identifying Individual,neutral,positive,False
659,fsa32,Identifying Individual,neutral,positive,False
660,fsa32,Identifying Individual,neutral,positive,False
661,fsa32,Identifying Individual,neutral,positive,False
662,fsa32,Identifying Individual,neutral,positive,False
664,fsa32,Identifying Individual,neutral,positive,False
666,fsa32,Identifying Individual,neutral,positive,False
667,fsa32,Identifying Individual,neutral,positive,False
670,fsa32,Identifying Individual,neutral,positive,False
671,fsa32,Identifying Individual,neutral,positive,False
672,fsa32,Identifying Individual,neutral,positive,False
694,fsa34,Identifying Individual,neutral,negative,False
695,fsa34,Identifying Individual,neutral,negative,False
705,fsa34,Identifying Individual,neutral,negative,False
718,fsa35,Identifying Individual,neutral,negative,False
719,fsa35,Identifying Individual,neutral,negative,False
720,fsa35,Identifying Individual,neutral,negative,False
727,fsa35,Identifying Individual,neutral,positive,False
728,fsa35,Identifying Individual,neutral,positive,False
730,fsa35,Identifying Individual,neutral,positive,False
733,fsa35,Identifying Individual,neutral,positive,False
734,fsa35,Identifying Individual,neutral,positive,False
735,fsa35,Identifying Individual,neutral,positive,False
736,fsa36,Identifying Individual,negative,neutral,False
737,fsa36,Identifying Individual,negative,neutral,False
738,fsa36,Identifying Individual,negative,neutral,False
739,fsa36,Identifying Individual,negative,neutral,False
740,fsa36,Identifying Individual,negative,neutral,False
741,fsa36,Identifying Individual,negative,neutral,False
742,fsa36,Identifying Individual,negative,positive,False
743,fsa36,Identifying Individual,negative,positive,False
744,fsa36,Identifying Individual,negative,neutral,False
745,fsa36,Identifying Individual,negative,positive,False
746,fsa36,Identifying Individual,negative,neutral,False
747,fsa36,Identifying Individual,negative,positive,False
748,fsa36,Identifying Individual,negative,neutral,False
749,fsa36,Identifying Individual,negative,positive,False
750,fsa36,Identifying Individual,negative,positive,False
751,fsa36,Identifying Individual,negative,positive,False
752,fsa36,Identifying Individual,negative,neutral,False
753,fsa36,Identifying Individual,negative,positive,False
754,fsa36,Identifying Individual,negative,positive,False
755,fsa36,Identifying Individual,negative,positive,False
756,fsa36,Identifying Individual,negative,positive,False
757,fsa37,Identifying Individual,negative,neutral,False
758,fsa37,Identifying Individual,negative,neutral,False
759,fsa37,Identifying Individual,negative,neutral,False
761,fsa37,Identifying Individual,negative,neutral,False
762,fsa37,Identifying Individual,negative,neutral,False
764,fsa37,Identifying Individual,negative,neutral,False
765,fsa37,Identifying Individual,negative,neutral,False
766,fsa37,Identifying Individual,negative,positive,False
768,fsa37,Identifying Individual,negative,positive,False
769,fsa37,Identifying Individual,negative,positive,False
770,fsa37,Identifying Individual,negative,positive,False
773,fsa37,Identifying Individual,negative,neutral,False
774,fsa37,Identifying Individual,negative,neutral,False
775,fsa37,Identifying Individual,negative,positive,False
777,fsa37,Identifying Individual,negative,positive,False
778,fsa38,Identifying Individual,neutral,positive,False
780,fsa38,Identifying Individual,neutral,positive,False
781,fsa38,Identifying Individual,neutral,negative,False
782,fsa38,Identifying Individual,neutral,positive,False
785,fsa38,Identifying Individual,neutral,positive,False
786,fsa38,Identifying Individual,neutral,positive,False
788,fsa38,Identifying Individual,neutral,positive,False
790,fsa38,Identifying Individual,neutral,positive,False
791,fsa38,Identifying Individual,neutral,positive,False
792,fsa38,Identifying Individual,neutral,positive,False
793,fsa38,Identifying Individual,neutral,positive,False
794,fsa38,Identifying Individual,neutral,positive,False
795,fsa38,Identifying Individual,neutral,positive,False
805,fsa39,Identifying Individual,neutral,positive,False
806,fsa39,Identifying Individual,neutral,positive,False
811,fsa39,Identifying Individual,neutral,positive,False
828,fsa40,Identifying Individual,neutral,negative,False
845,fsa41,Identifying Individual,neutral,negative,False
849,fsa41,Identifying Individual,neutral,negative,False
855,fsa41,Identifying Individual,neutral,negative,False
857,fsa41,Identifying Individual,neutral,negative,False
862,fsa42,Identifying Individual,negative,neutral,False
863,fsa42,Identifying Individual,negative,neutral,False
864,fsa42,Identifying Individual,negative,neutral,False
865,fsa42,Identifying Individual,negative,neutral,False
866,fsa42,Identifying Individual,negative,neutral,False
867,fsa42,Identifying Individual,negative,neutral,False
868,fsa42,Identifying Individual,negative,neutral,False
869,fsa42,Identifying Individual,negative,neutral,False
870,fsa42,Identifying Individual,negative,neutral,False
871,fsa42,Identifying Individual,negative,neutral,False
872,fsa42,Identifying Individual,negative,neutral,False
873,fsa42,Identifying Individual,negative,neutral,False
874,fsa42,Identifying Individual,negative,neutral,False
875,fsa42,Identifying Individual,negative,neutral,False
876,fsa42,Identifying Individual,negative,neutral,False
877,fsa42,Identifying Individual,negative,neutral,False
878,fsa42,Identifying Individual,negative,neutral,False
879,fsa42,Identifying Individual,negative,neutral,False
880,fsa42,Identifying Individual,negative,neutral,False
881,fsa42,Identifying Individual,negative,neutral,False
883,fsa43,Identifying Individual,neutral,negative,False
884,fsa43,Identifying Individual,neutral,negative,False
885,fsa43,Identifying Individual,neutral,negative,False
887,fsa43,Identifying Individual,neutral,negative,False
888,fsa43,Identifying Individual,neutral,negative,False
889,fsa43,Identifying Individual,neutral,negative,False
892,fsa43,Identifying Individual,neutral,negative,False
893,fsa43,Identifying Individual,neutral,negative,False
895,fsa43,Identifying Individual,neutral,negative,False
896,fsa43,Identifying Individual,neutral,negative,False
897,fsa43,Identifying Individual,neutral,negative,False
898,fsa43,Identifying Individual,neutral,negative,False
899,fsa43,Identifying Individual,neutral,negative,False
901,fsa43,Identifying Individual,neutral,negative,False
902,fsa43,Identifying Individual,neutral,negative,False
903,fsa43,Identifying Individual,neutral,negative,False
919,fsa44,Identifying Individual,neutral,negative,False
920,fsa44,Identifying Individual,neutral,negative,False
921,fsa44,Identifying Individual,neutral,negative,False
923,fsa44,Identifying Individual,neutral,negative,False
925,fsa45,Identifying Individual,negative,neutral,False
932,fsa45,Identifying Individual,negative,neutral,False
934,fsa45,Identifying Individual,negative,neutral,False
936,fsa45,Identifying Individual,negative,neutral,False
941,fsa45,Identifying Individual,negative,neutral,False
943,fsa45,Identifying Individual,negative,neutral,False
944,fsa45,Identifying Individual,negative,neutral,False
945,fsa45,Identifying Individual,negative,neutral,False
967,fsa47,Identifying Individual,negative,neutral,False
968,fsa47,Identifying Individual,negative,neutral,False
969,fsa47,Identifying Individual,negative,neutral,False
970,fsa47,Identifying Individual,negative,neutral,False
971,fsa47,Identifying Individual,negative,neutral,False
972,fsa47,Identifying Individual,negative,neutral,False
973,fsa47,Identifying Individual,negative,neutral,False
974,fsa47,Identifying Individual,negative,neutral,False
975,fsa47,Identifying Individual,negative,neutral,False
976,fsa47,Identifying Individual,negative,neutral,False
977,fsa47,Identifying Individual,negative,neutral,False
978,fsa47,Identifying Individual,negative,neutral,False
979,fsa47,Identifying Individual,negative,neutral,False
980,fsa47,Identifying Individual,negative,neutral,False
981,fsa47,Identifying Individual,negative,neutral,False
982,fsa47,Identifying Individual,negative,neutral,False
983,fsa47,Identifying Individual,negative,neutral,False
984,fsa47,Identifying Individual,negative,neutral,False
985,fsa47,Identifying Individual,negative,neutral,False
986,fsa47,Identifying Individual,negative,neutral,False
987,fsa47,Identifying Individual,negative,neutral,False
1011,fsa49,Identifying Individual,neutral,negative,False
1012,fsa49,Identifying Individual,neutral,negative,False
1093,fsa53,Identifying Individual,negative,neutral,False
1095,fsa53,Identifying Individual,negative,neutral,False
1096,fsa53,Identifying Individual,negative,neutral,False
1097,fsa53,Identifying Individual,negative,neutral,False
1099,fsa53,Identifying Individual,negative,neutral,False
1102,fsa53,Identifying Individual,negative,neutral,False
1104,fsa53,Identifying Individual,negative,neutral,False
1105,fsa53,Identifying Individual,negative,neutral,False
1107,fsa53,Identifying Individual,negative,neutral,False
1108,fsa53,Identifying Individual,negative,neutral,False
1110,fsa53,Identifying Individual,negative,neutral,False
1111,fsa53,Identifying Individual,negative,neutral,False
1113,fsa53,Identifying Individual,negative,neutral,False
1114,fsa54,Identifying Individual,neutral,negative,False
1115,fsa54,Identifying Individual,neutral,negative,False
1116,fsa54,Identifying Individual,neutral,negative,False
1117,fsa54,Identifying Individual,neutral,negative,False
1118,fsa54,Identifying Individual,neutral,negative,False
1119,fsa54,Identifying Individual,neutral,negative,False
1120,fsa54,Identifying Individual,neutral,negative,False
1121,fsa54,Identifying Individual,neutral,negative,False
1122,fsa54,Identifying Individual,neutral,negative,False
1123,fsa54,Identifying Individual,neutral,negative,False
1124,fsa54,Identifying Individual,neutral,negative,False
1125,fsa54,Identifying Individual,neutral,negative,False
1126,fsa54,Identifying Individual,neutral,negative,False
1127,fsa54,Identifying Individual,neutral,negative,False
1128,fsa54,Identifying Individual,neutral,negative,False
1129,fsa54,Identifying Individual,neutral,negative,False
1130,fsa54,Identifying Individual,neutral,negative,False
1131,fsa54,Identifying Individual,neutral,negative,False
1132,fsa54,Identifying Individual,neutral,negative,False
1133,fsa54,Identifying Individual,neutral,negative,False
1134,fsa54,Identifying Individual,neutral,negative,False
1135,fsa55,Identifying Individual,neutral,negative,False
1136,fsa55,Identifying Individual,neutral,negative,False
1137,fsa55,Identifying Individual,neutral,negative,False
1138,fsa55,Identifying Individual,neutral,negative,False
1139,fsa55,Identifying Individual,neutral,negative,False
1140,fsa55,Identifying Individual,neutral,negative,False
1141,fsa55,Identifying Individual,neutral,negative,False
1142,fsa55,Identifying Individual,neutral,negative,False
1143,fsa55,Identifying Individual,neutral,negative,False
1144,fsa55,Identifying Individual,neutral,negative,False
1145,fsa55,Identifying Individual,neutral,negative,False
1147,fsa55,Identifying Individual,neutral,negative,False
1148,fsa55,Identifying Individual,neutral,negative,False
1149,fsa55,Identifying Individual,neutral,negative,False
1150,fsa55,Identifying Individual,neutral,negative,False
1151,fsa55,Identifying Individual,neutral,negative,False
1152,fsa55,Identifying Individual,neutral,negative,False
1153,fsa55,Identifying Individual,neutral,negative,False
1154,fsa55,Identifying Individual,neutral,negative,False
1155,fsa55,Identifying Individual,neutral,negative,False
1156,fsa56,Identifying Individual,positive,neutral,False
1157,fsa56,Identifying Individual,positive,negative,False
1158,fsa56,Identifying Individual,positive,neutral,False
1159,fsa56,Identifying Individual,positive,neutral,False
1160,fsa56,Identifying Individual,positive,neutral,False
1161,fsa56,Identifying Individual,positive,neutral,False
1162,fsa56,Identifying Individual,positive,negative,False
1163,fsa56,Identifying Individual,positive,neutral,False
1164,fsa56,Identifying Individual,positive,neutral,False
1165,fsa56,Identifying Individual,positive,neutral,False
1166,fsa56,Identifying Individual,positive,negative,False
1167,fsa56,Identifying Individual,positive,negative,False
1168,fsa56,Identifying Individual,positive,neutral,False
1169,fsa56,Identifying Individual,positive,negative,False
1170,fsa56,Identifying Individual,positive,neutral,False
1171,fsa56,Identifying Individual,positive,neutral,False
1172,fsa56,Identifying Individual,positive,neutral,False
1173,fsa56,Identifying Individual,positive,neutral,False
1174,fsa56,Identifying Individual,positive,negative,False
1175,fsa56,Identifying Individual,positive,negative,False
1176,fsa56,Identifying Individual,positive,negative,False
1178,fsa57,Identifying Individual,neutral,negative,False
1180,fsa57,Identifying Individual,neutral,positive,False
1184,fsa57,Identifying Individual,neutral,negative,False
1188,fsa57,Identifying Individual,neutral,negative,False
1190,fsa57,Identifying Individual,neutral,negative,False
1191,fsa57,Identifying Individual,neutral,negative,False
1196,fsa57,Identifying Individual,neutral,negative,False
1197,fsa57,Identifying Individual,neutral,negative,False
1198,fsa58,Identifying Individual,neutral,negative,False
1199,fsa58,Identifying Individual,neutral,negative,False
1200,fsa58,Identifying Individual,neutral,negative,False
1201,fsa58,Identifying Individual,neutral,negative,False
1202,fsa58,Identifying Individual,neutral,negative,False
1203,fsa58,Identifying Individual,neutral,negative,False
1204,fsa58,Identifying Individual,neutral,negative,False
1205,fsa58,Identifying Individual,neutral,negative,False
1206,fsa58,Identifying Individual,neutral,negative,False
1207,fsa58,Identifying Individual,neutral,negative,False
1208,fsa58,Identifying Individual,neutral,negative,False
1209,fsa58,Identifying Individual,neutral,negative,False
1210,fsa58,Identifying Individual,neutral,negative,False
1211,fsa58,Identifying Individual,neutral,negative,False
1212,fsa58,Identifying Individual,neutral,negative,False
1213,fsa58,Identifying Individual,neutral,negative,False
1214,fsa58,Identifying Individual,neutral,negative,False
1215,fsa58,Identifying Individual,neutral,negative,False
1216,fsa58,Identifying Individual,neutral,negative,False
1217,fsa58,Identifying Individual,neutral,negative,False
1218,fsa58,Identifying Individual,neutral,negative,False
1231,fsa59,Identifying Individual,neutral,positive,False
1238,fsa59,Identifying Individual,neutral,positive,False
1291,fsa62,Identifying Individual,neutral,negative,False
1301,fsa62,Identifying Individual,neutral,negative,False
1304,fsa63,Identifying Individual,positive,negative,False
1305,fsa63,Identifying Individual,positive,neutral,False
1308,fsa63,Identifying Individual,positive,neutral,False
1310,fsa63,Identifying Individual,positive,negative,False
1313,fsa63,Identifying Individual,positive,neutral,False
1315,fsa63,Identifying Individual,positive,negative,False
1330,fsa64,Identifying Individual,neutral,positive,False
1337,fsa64,Identifying Individual,neutral,positive,False
1338,fsa64,Identifying Individual,neutral,positive,False
1342,fsa64,Identifying Individual,neutral,positive,False
1343,fsa64,Identifying Individual,neutral,positive,False
1344,fsa64,Identifying Individual,neutral,positive,False
1377,fsa66,Identifying Individual,neutral,negative,False
1382,fsa66,Identifying Individual,neutral,positive,False
1413,fsa68,Identifying Individual,neutral,positive,False
1418,fsa68,Identifying Individual,neutral,positive,False
1422,fsa68,Identifying Individual,neutral,positive,False
1424,fsa68,Identifying Individual,neutral,positive,False
1466,fsa70,Identifying Individual,negative,neutral,False
1493,fsa72,Identifying Individual,negative,neutral,False
1494,fsa72,Identifying Individual,negative,neutral,False
1500,fsa72,Identifying Individual,negative,neutral,False
1516,fsa73,Identifying Individual,negative,neutral,False
1525,fsa73,Identifying Individual,negative,neutral,False
1534,fsa74,Identifying Individual,negative,neutral,False
1535,fsa74,Identifying Individual,negative,neutral,False
1537,fsa74,Identifying Individual,negative,neutral,False
1538,fsa74,Identifying Individual,negative,neutral,False
1539,fsa74,Identifying Individual,negative,neutral,False
1540,fsa74,Identifying Individual,negative,neutral,False
1541,fsa74,Identifying Individual,negative,neutral,False
1542,fsa74,Identifying Individual,negative,neutral,False
1543,fsa74,Identifying Individual,negative,neutral,False
1544,fsa74,Identifying Individual,negative,neutral,False
1545,fsa74,Identifying Individual,negative,neutral,False
1546,fsa74,Identifying Individual,negative,neutral,False
1547,fsa74,Identifying Individual,negative,neutral,False
1548,fsa74,Identifying Individual,negative,neutral,False
1549,fsa74,Identifying Individual,negative,neutral,False
1550,fsa74,Identifying Individual,negative,neutral,False
1551,fsa74,Identifying Individual,negative,neutral,False
1552,fsa74,Identifying Individual,negative,neutral,False
1553,fsa74,Identifying Individual,negative,neutral,False
1554,fsa74,Identifying Individual,negative,neutral,False
1576,fsa76,Identifying Individual,negative,neutral,False
1577,fsa76,Identifying Individual,negative,neutral,False
1578,fsa76,Identifying Individual,negative,neutral,False
1580,fsa76,Identifying Individual,negative,neutral,False
1583,fsa76,Identifying Individual,negative,neutral,False
1584,fsa76,Identifying Individual,negative,neutral,False
1587,fsa76,Identifying Individual,negative,neutral,False
1593,fsa76,Identifying Individual,negative,neutral,False
1606,fsa77,Identifying Individual,neutral,negative,False
1608,fsa77,Identifying Individual,neutral,negative,False
1618,fsa78,Identifying Individual,positive,neutral,False
1619,fsa78,Identifying Individual,positive,neutral,False
1620,fsa78,Identifying Individual,positive,neutral,False
1621,fsa78,Identifying Individual,positive,neutral,False
1622,fsa78,Identifying Individual,positive,neutral,False
1623,fsa78,Identifying Individual,positive,neutral,False
1624,fsa78,Identifying Individual,positive,neutral,False
1625,fsa78,Identifying Individual,positive,neutral,False
1626,fsa78,Identifying Individual,positive,neutral,False
1627,fsa78,Identifying Individual,positive,neutral,False
1628,fsa78,Identifying Individual,positive,neutral,False
1629,fsa78,Identifying Individual,positive,neutral,False
1630,fsa78,Identifying Individual,positive,neutral,False
1631,fsa78,Identifying Individual,positive,neutral,False
1632,fsa78,Identifying Individual,positive,neutral,False
1633,fsa78,Identifying Individual,positive,neutral,False
1634,fsa78,Identifying Individual,positive,neutral,False
1635,fsa78,Identifying Individual,positive,neutral,False
1636,fsa78,Identifying Individual,positive,neutral,False
1637,fsa78,Identifying Individual,positive,neutral,False
1638,fsa78,Identifying Individual,positive,neutral,False
1713,fsa82,Identifying Individual,negative,neutral,False
1714,fsa82,Identifying Individual,negative,neutral,False
1721,fsa82,Identifying Individual,negative,neutral,False
1724,fsa83,Identifying Individual,negative,neutral,False
1725,fsa83,Identifying Individual,negative,neutral,False
1726,fsa83,Identifying Individual,negative,neutral,False
1727,fsa83,Identifying Individual,negative,neutral,False
1728,fsa83,Identifying Individual,negative,neutral,False
1729,fsa83,Identifying Individual,negative,neutral,False
1730,fsa83,Identifying Individual,negative,neutral,False
1731,fsa83,Identifying Individual,negative,neutral,False
1733,fsa83,Identifying Individual,negative,neutral,False
1734,fsa83,Identifying Individual,negative,neutral,False
1735,fsa83,Identifying Individual,negative,neutral,False
1736,fsa83,Identifying Individual,negative,neutral,False
1737,fsa83,Identifying Individual,negative,neutral,False
1738,fsa83,Identifying Individual,negative,neutral,False
1739,fsa83,Identifying Individual,negative,neutral,False
1740,fsa83,Identifying Individual,negative,neutral,False
1741,fsa83,Identifying Individual,negative,neutral,False
1745,fsa84,Identifying Individual,neutral,negative,False
1748,fsa84,Identifying Individual,neutral,negative,False
1752,fsa84,Identifying Individual,neutral,negative,False
1754,fsa84,Identifying Individual,neutral,negative,False
1755,fsa84,Identifying Individual,neutral,negative,False
1756,fsa84,Identifying Individual,neutral,negative,False
1757,fsa84,Identifying Individual,neutral,negative,False
1758,fsa84,Identifying Individual,neutral,negative,False
1759,fsa84,Identifying Individual,neutral,negative,False
1760,fsa84,Identifying Individual,neutral,negative,False
1763,fsa84,Identifying Individual,neutral,negative,False
1764,fsa84,Identifying Individual,neutral,negative,False
1765,fsa85,Identifying Individual,negative,neutral,False
1766,fsa85,Identifying Individual,negative,neutral,False
1767,fsa85,Identifying Individual,negative,neutral,False
1768,fsa85,Identifying Individual,negative,neutral,False
1769,fsa85,Identifying Individual,negative,neutral,False
1770,fsa85,Identifying Individual,negative,neutral,False
1771,fsa85,Identifying Individual,negative,neutral,False
1772,fsa85,Identifying Individual,negative,neutral,False
1773,fsa85,Identifying Individual,negative,neutral,False
1774,fsa85,Identifying Individual,negative,neutral,False
1775,fsa85,Identifying Individual,negative,neutral,False
1776,fsa85,Identifying Individual,negative,neutral,False
1777,fsa85,Identifying Individual,negative,neutral,False
1778,fsa85,Identifying Individual,negative,neutral,False
1779,fsa85,Identifying Individual,negative,neutral,False
1780,fsa85,Identifying Individual,negative,neutral,False
1781,fsa85,Identifying Individual,negative,neutral,False
1782,fsa85,Identifying Individual,negative,neutral,False
1783,fsa85,Identifying Individual,negative,neutral,False
1784,fsa85,Identifying Individual,negative,neutral,False
1785,fsa85,Identifying Individual,negative,neutral,False
1807,fsa87,Identifying Individual,negative,neutral,False
1808,fsa87,Identifying Individual,negative,neutral,False
1809,fsa87,Identifying Individual,negative,neutral,False
1811,fsa87,Identifying Individual,negative,neutral,False
1812,fsa87,Identifying Individual,negative,neutral,False
1813,fsa87,Identifying Individual,negative,neutral,False
1814,fsa87,Identifying Individual,negative,neutral,False
1815,fsa87,Identifying Individual,negative,neutral,False
1816,fsa87,Identifying Individual,negative,neutral,False
1817,fsa87,Identifying Individual,negative,neutral,False
1818,fsa87,Identifying Individual,negative,neutral,False
1819,fsa87,Identifying Individual,negative,neutral,False
1820,fsa87,Identifying Individual,negative,neutral,False
1821,fsa87,Identifying Individual,negative,neutral,False
1822,fsa87,Identifying Individual,negative,neutral,False
1823,fsa87,Identifying Individual,negative,neutral,False
1824,fsa87,Identifying Individual,negative,neutral,False
1825,fsa87,Identifying Individual,negative,neutral,False
1826,fsa87,Identifying Individual,negative,neutral,False
1827,fsa87,Identifying Individual,negative,neutral,False
1828,fsa88,Identifying Individual,neutral,positive,False
1831,fsa88,Identifying Individual,neutral,negative,False
