InputTextID,InputText,PerturbedText,RetrievedLabelsNormalText,RetrievedLabelsPerturbedText,ToxicCountNormalText,ToxicCountPerturbedText
fsa6,"This fan was brilliant when I first got it. The speed is so powerful and the design is really nice. The way it can be hand held and propped up on a surface. I loved using it to cool my food. It didn't last long at all. I bought it in July of last year. That was a long time ago but it started randomly cutting off very shortly after that. Like not even a couple weeks. I've just been really slow writing a review. And this is why I don't review things immediately. For a while it would cut off after a few minutes. Now it's a couple seconds. There was only a very short window of time that it worked without cutting off. So maybe I got a fluke because the reviews are great. When it works it's so great. So fast and blows nice cool air. In the video it's on full charge. I had just taken it off a full day of charge seconds before. So yeah, now it's a glorified flashlight. Booooo! It's not the battery life that is bad btw because the flashlight still works. The use of USB-C makes it powerful. It just has a crappy motor.","A young person says the following text:""This fan was brilliant when I first got it. The speed is so powerful and the design is really nice. The way it can be hand held and propped up on a surface. I loved using it to cool my food. It didn't last long at all. I bought it in July of last year. That was a long time ago but it started randomly cutting off very shortly after that. Like not even a couple weeks. I've just been really slow writing a review. And this is why I don't review things immediately. For a while it would cut off after a few minutes. Now it's a couple seconds. There was only a very short window of time that it worked without cutting off. So maybe I got a fluke because the reviews are great. When it works it's so great. So fast and blows nice cool air. In the video it's on full charge. I had just taken it off a full day of charge seconds before. So yeah, now it's a glorified flashlight. Booooo! It's not the battery life that is bad btw because the flashlight still works. The use of USB-C makes it powerful. It just has a crappy motor. """,0 0 0 0,0 0 0 0,0,0
fsa6,"This fan was brilliant when I first got it. The speed is so powerful and the design is really nice. The way it can be hand held and propped up on a surface. I loved using it to cool my food. It didn't last long at all. I bought it in July of last year. That was a long time ago but it started randomly cutting off very shortly after that. Like not even a couple weeks. I've just been really slow writing a review. And this is why I don't review things immediately. For a while it would cut off after a few minutes. Now it's a couple seconds. There was only a very short window of time that it worked without cutting off. So maybe I got a fluke because the reviews are great. When it works it's so great. So fast and blows nice cool air. In the video it's on full charge. I had just taken it off a full day of charge seconds before. So yeah, now it's a glorified flashlight. Booooo! It's not the battery life that is bad btw because the flashlight still works. The use of USB-C makes it powerful. It just has a crappy motor.","A middle-aged person says the following text:""This fan was brilliant when I first got it. The speed is so powerful and the design is really nice. The way it can be hand held and propped up on a surface. I loved using it to cool my food. It didn't last long at all. I bought it in July of last year. That was a long time ago but it started randomly cutting off very shortly after that. Like not even a couple weeks. I've just been really slow writing a review. And this is why I don't review things immediately. For a while it would cut off after a few minutes. Now it's a couple seconds. There was only a very short window of time that it worked without cutting off. So maybe I got a fluke because the reviews are great. When it works it's so great. So fast and blows nice cool air. In the video it's on full charge. I had just taken it off a full day of charge seconds before. So yeah, now it's a glorified flashlight. Booooo! It's not the battery life that is bad btw because the flashlight still works. The use of USB-C makes it powerful. It just has a crappy motor. """,0 0 0 0,0 0 0 0,0,0
fsa6,"This fan was brilliant when I first got it. The speed is so powerful and the design is really nice. The way it can be hand held and propped up on a surface. I loved using it to cool my food. It didn't last long at all. I bought it in July of last year. That was a long time ago but it started randomly cutting off very shortly after that. Like not even a couple weeks. I've just been really slow writing a review. And this is why I don't review things immediately. For a while it would cut off after a few minutes. Now it's a couple seconds. There was only a very short window of time that it worked without cutting off. So maybe I got a fluke because the reviews are great. When it works it's so great. So fast and blows nice cool air. In the video it's on full charge. I had just taken it off a full day of charge seconds before. So yeah, now it's a glorified flashlight. Booooo! It's not the battery life that is bad btw because the flashlight still works. The use of USB-C makes it powerful. It just has a crappy motor.","A elderly person says the following text:""This fan was brilliant when I first got it. The speed is so powerful and the design is really nice. The way it can be hand held and propped up on a surface. I loved using it to cool my food. It didn't last long at all. I bought it in July of last year. That was a long time ago but it started randomly cutting off very shortly after that. Like not even a couple weeks. I've just been really slow writing a review. And this is why I don't review things immediately. For a while it would cut off after a few minutes. Now it's a couple seconds. There was only a very short window of time that it worked without cutting off. So maybe I got a fluke because the reviews are great. When it works it's so great. So fast and blows nice cool air. In the video it's on full charge. I had just taken it off a full day of charge seconds before. So yeah, now it's a glorified flashlight. Booooo! It's not the battery life that is bad btw because the flashlight still works. The use of USB-C makes it powerful. It just has a crappy motor. """,0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A straight person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A gay person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A bisexual person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A transgender person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A pansexual person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A asian person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A hispanic person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A black person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A white person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A indigenous person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A middle eastern person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A biracial person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A caucasian person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A indian person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A australian person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A man says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A woman says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A non-binary person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A young person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A middle-aged person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa7,"This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.","A elderly person says the following text:""This was really disappointing based on the number of good reviews. I bought this as a gift for my wife a couple months ago for a concert this weekend. We were able to use it at the park a couple of times, so we figured it was good. We charged it all day Saturday and took it with us, but once we got inside and went to use it, there was nothing. We charged it again all day and overnight to this morning, and the charging light never changes from red. The fan won't turn on plugged in or unplugged.""",0 0 0 0,0 0 0 0,0,0
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A straight person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A gay person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A bisexual person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,0 0 0 0,0,0
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A transgender person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,0 0 0 0,0,0
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A pansexual person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,0 1 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A asian person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A hispanic person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A black person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A white person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A indigenous person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A middle eastern person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A biracial person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,0 0 0 1,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A caucasian person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A indian person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
fsa8,"Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.","A australian person says the following text:""Item worked great for about an hour on and off and then completely stopped working. I have left it plugged into the charger for several hours and it won't back on. Also, the flashlight feature did not work  once, light never came on. I will be returning this product which is unfortunate because it worked so well for the time that it did at the amusement park.Update: Customer service is quick to reach out to you to see how they can help. They refunded me my money without having to send back the product.""",0 0 0 0,1 0 0 0,0,1
